order_id,customer_id,order_date,status,region_code
O10428,C1110,2025-08-19 03:48:01,CANCELLED,NORTH
O10429,C1072,2025-05-06 02:55:04,DELIVERED,EAST
O10430,C1354,2025-08-09 07:19:42,DELIVERED,NORTH
O10431,C1549,2025-09-23 06:17:52,RETURNED,SOUTH
O10432,C1314,2026-04-11 05:35:41,DELIVERED,NORTH
O10433,C1223,2025-06-30 11:23:56,DELIVERED,WEST
O10434,,2025-05-25 23:01:14,DELIVERED,CENTRAL
O10435,C1358,2026-03-11 13:32:56,RETURNED,NORTH
O10436,C1090,2024-10-21 03:12:29,DELIVERED,WEST
O10437,C1438,2025-06-23 00:25:58,DELIVERED,CENTRAL
O10438,C1271,2026-02-26 14:25:19,CANCELLED,NORTH
O10439,,2025-12-09 13:07:51,DELIVERED,SOUTH
O10440,,2025-09-15 21:29:40,PLACED,WEST
O10441,C1165,2025-06-10 00:38:41,DELIVERED,WEST
O10442,C1183,2025-11-19 15:29:54,DELIVERED,NORTH
O10443,C1049,2024-08-30 00:01:36,PLACED,CENTRAL
O10444,C1516,28-01-2026 11:40:47,RETURNED,SOUTH
O10445,C1165,2024-09-04 21:23:33,DELIVERED,EAST
O10446,C1338,2025-06-04 11:12:57,DELIVERED,CENTRAL
O10447,C1366,2024-10-01 11:02:08,PLACED,NORTH
O10448,C1181,2026-03-06 13:20:43,DELIVERED,EAST
O10449,C1043,2025-08-03 06:53:26,PLACED,NORTH
O10450,C1413,07-01-2026 02:03:49,DELIVERED,CENTRAL
O10451,C1470,2025-06-24 01:54:40,RETURNED,NORTH
O10452,C1012,2024-12-05 13:11:10,DELIVERED,WEST
O10453,C1397,2024-09-10 01:37:56,DELIVERED,NORTH
O10454,C1437,2024-10-15 22:33:54,DELIVERED,SOUTH
O10455,C1236,2025-09-28 05:12:41,DELIVERED,CENTRAL
O10456,C1018,2024-10-16 11:44:42,DELIVERED,CENTRAL
O10457,C1189,2024-07-10 05:19:47,DELIVERED,EAST
O10458,C1531,2025-05-08 00:04:46,RETURNED,CENTRAL
O10459,C1363,2025-06-13 10:17:31,PLACED,CENTRAL
O10460,C1195,2024-12-31 10:24:05,PLACED,SOUTH
O10461,,2025-07-08 08:14:10,SHIPPED,WEST
O10462,C1209,2024-06-14 17:40:52,SHIPPED,EAST
O10463,C1223,2025-01-30 22:26:57,DELIVERED,WEST
O10464,C1140,2025-09-20 21:49:33,PLACED,NORTH
O10465,C1112,2025-02-22 20:48:46,DELIVERED,EAST
O10466,C1019,2025-11-07 22:34:31,DELIVERED,SOUTH
O10467,C1036,28-02-2025 02:40:20,DELIVERED,NORTH
O10468,C1120,2025-04-20 08:34:30,PLACED,WEST
O10469,C1288,2026-01-23 06:38:51,SHIPPED,CENTRAL
O10470,,31-08-2024 11:02:31,SHIPPED,NORTH
O10471,C1081,2024-06-13 20:24:19,DELIVERED,EAST
O10472,C1403,2025-09-30 19:03:09,DELIVERED,EAST
O10473,C1189,2025-12-07 16:41:52,DELIVERED,NORTH
O10474,C1444,2025-09-19 18:43:07,DELIVERED,WEST
O10475,C1149,2025-06-09 18:01:17,DELIVERED,WEST
O10476,C1216,2024-08-15 17:30:38,CANCELLED,CENTRAL
O10477,C1256,2025-01-03 00:06:00,PLACED,NORTH
O10478,C1105,2025-08-17 07:21:27,PLACED,EAST
O10479,C1217,2024-08-08 16:13:24,PLACED,CENTRAL
O10480,C1120,2024-08-18 17:00:46,DELIVERED,EAST
O10481,C1085,2025-01-25 16:57:59,PLACED,EAST
O10482,,2024-09-30 21:55:11,SHIPPED,SOUTH
O10483,C1420,2025-09-28 04:23:43,DELIVERED,WEST
O10484,C1013,2025-06-16 21:48:22,SHIPPED,EAST
O10485,C1534,2026-04-24 06:35:57,PLACED,CENTRAL
O10486,C1147,2026-01-07 01:04:18,DELIVERED,SOUTH
O10487,C1134,2025-07-21 18:16:21,DELIVERED,SOUTH
O10488,C1101,2024-08-17 19:05:19,CANCELLED,EAST
O10489,C1056,2025-06-03 23:16:11,DELIVERED,NORTH
O10490,,2025-05-02 17:36:05,RETURNED,CENTRAL
O10491,C1201,2025-04-24 06:06:06,DELIVERED,CENTRAL
O10492,C1051,2025-12-12 12:12:19,CANCELLED,WEST
O10493,C1269,2025-11-17 21:06:12,SHIPPED,SOUTH
O10494,C1430,2025-06-11 02:57:00,PLACED,SOUTH
O10495,C1367,2024-06-18 11:48:33,DELIVERED,WEST
O10496,C1123,2025-06-24 14:16:30,SHIPPED,NORTH
O10497,C1163,2025-07-06 18:30:30,PLACED,CENTRAL
O10498,C1386,2024-06-17 11:15:05,SHIPPED,NORTH
O10499,C1524,2025-03-29 16:39:18,SHIPPED,NORTH
O10500,C1489,2025-11-25 04:25:53,SHIPPED,NORTH
O10501,C1041,09-07-2024 21:50:21,DELIVERED,CENTRAL
O10502,C1163,2024-06-25 02:09:48,DELIVERED,CENTRAL
O10503,C1122,2026-01-27 07:49:45,CANCELLED,WEST
O10504,C1273,2025-12-03 20:14:49,DELIVERED,NORTH
O10505,C1260,2024-12-10 00:14:08,SHIPPED,WEST
O10506,C1055,2026-02-21 11:28:50,DELIVERED,NORTH
O10507,C1480,2025-04-12 02:14:49,RETURNED,NORTH
O10508,C1530,2026-04-25 18:10:42,DELIVERED,EAST
O10509,C1117,2026-04-22 02:01:17,PLACED,EAST
O10510,C1527,2025-10-23 22:00:09,DELIVERED,NORTH
O10511,C1354,2024-10-30 08:02:21,PLACED,SOUTH
O10512,C1112,2024-12-03 00:06:14,SHIPPED,EAST
O10513,,2025-05-08 11:58:54,SHIPPED,SOUTH
O10514,C1160,2024-07-28 22:05:12,SHIPPED,WEST
O10515,C1258,2024-12-09 08:14:34,DELIVERED,CENTRAL
O10516,C1324,2025-10-23 00:47:36,DELIVERED,SOUTH
O10517,C1181,2025-07-07 18:10:34,RETURNED,CENTRAL
O10518,C1193,2026-02-01 02:53:06,DELIVERED,CENTRAL
O10519,C1347,2024-09-28 07:33:34,DELIVERED,WEST
O10520,C1372,2025-05-28 00:06:49,DELIVERED,NORTH
O10521,C1067,2024-06-25 01:10:18,DELIVERED,NORTH
O10522,C1349,2024-08-03 09:01:19,RETURNED,SOUTH
O10523,C1283,2025-07-20 07:08:52,SHIPPED,WEST
O10524,C1054,2025-03-08 00:05:22,PLACED,SOUTH
O10525,C1356,2025-08-03 16:01:18,PLACED,NORTH
O10526,C1118,2024-12-12 15:31:26,RETURNED,CENTRAL
O10527,C1449,2026-03-15 23:35:03,DELIVERED,SOUTH
O10528,C1042,2026-04-16 17:45:14,RETURNED,NORTH
O10529,C1254,2024-10-14 09:22:02,DELIVERED,NORTH
O10530,C1123,2025-01-01 06:03:36,DELIVERED,EAST
O10531,C1070,2024-09-13 09:06:35,DELIVERED,EAST
O10532,C1513,2025-10-12 23:50:40,DELIVERED,SOUTH
O10533,,2025-08-27 08:50:01,SHIPPED,SOUTH
O10534,C1096,2025-04-29 07:40:36,CANCELLED,NORTH
O10535,C1220,2024-11-04 19:07:15,DELIVERED,EAST
O10536,C1547,2025-04-13 19:47:52,RETURNED,EAST
O10537,C1194,2026-02-24 22:58:32,DELIVERED,NORTH
O10538,C1224,2025-04-01 18:38:28,DELIVERED,CENTRAL
O10539,C1146,2025-04-08 19:58:58,CANCELLED,WEST
O10540,C1327,2024-12-13 00:06:30,SHIPPED,EAST
O10541,C1259,2025-07-08 13:32:52,DELIVERED,NORTH
O10542,C1424,2025-04-04 21:32:30,SHIPPED,CENTRAL
O10543,C1488,2025-10-16 12:33:36,DELIVERED,WEST
O10544,C1507,2025-09-03 08:04:43,CANCELLED,CENTRAL
O10545,C1039,2025-04-02 03:18:34,CANCELLED,WEST
O10546,C1126,2025-08-23 12:26:24,PLACED,CENTRAL
O10547,C1344,2026-04-21 08:33:17,DELIVERED,CENTRAL
O10548,C1541,23-11-2025 08:47:12,DELIVERED,EAST
O10549,C1311,2025-10-22 21:34:54,DELIVERED,WEST
O10550,C1381,2025-04-29 17:16:43,CANCELLED,NORTH
O10551,C1508,2025-11-03 07:39:52,DELIVERED,NORTH
O10552,C1547,2025-08-17 18:10:56,DELIVERED,WEST
O10553,C1252,2024-09-09 13:41:17,RETURNED,NORTH
O10554,C1316,2025-07-17 14:16:42,DELIVERED,EAST
O10555,C1436,2026-04-02 14:18:52,PLACED,NORTH
O10556,C1221,2025-01-15 06:24:38,DELIVERED,NORTH
O10557,C1226,2026-01-14 17:15:36,DELIVERED,NORTH
O10558,C1300,2024-10-07 18:04:05,RETURNED,SOUTH
O10559,C1518,2024-10-13 22:20:40,SHIPPED,NORTH
O10560,C1413,2024-12-19 13:43:05,DELIVERED,CENTRAL
O10561,C1230,2025-05-15 14:47:55,DELIVERED,CENTRAL
O10562,C1340,2024-10-24 17:46:18,PLACED,EAST
O10563,C1464,2026-02-06 22:40:19,DELIVERED,NORTH
O10564,C1201,2024-07-09 18:02:56,PLACED,NORTH
O10565,C1511,2024-07-27 20:09:37,SHIPPED,EAST
O10566,C1336,2026-03-25 13:08:10,CANCELLED,CENTRAL
O10567,C1456,2025-12-09 07:12:14,SHIPPED,NORTH
O10568,C1141,2025-05-17 03:38:45,DELIVERED,CENTRAL
O10569,C1275,2024-06-17 19:12:48,SHIPPED,CENTRAL
O10570,,2024-08-29 19:32:07,DELIVERED,CENTRAL
O10571,C1329,11-04-2025 21:46:03,PLACED,NORTH
O10572,C1061,2025-10-15 09:24:45,RETURNED,EAST
O10573,C1130,2026-03-10 09:53:48,DELIVERED,NORTH
O10574,C1394,2026-03-26 09:00:36,DELIVERED,CENTRAL
O10575,C1145,2025-06-25 09:42:25,DELIVERED,WEST
O10576,C1525,2025-12-17 16:46:09,SHIPPED,WEST
O10577,C1213,2025-12-17 12:03:29,DELIVERED,EAST
O10578,C1507,2025-05-23 11:28:43,SHIPPED,WEST
O10579,C1028,2024-06-23 22:21:44,PLACED,SOUTH
O10580,C1516,2025-06-30 23:14:35,DELIVERED,SOUTH
O10581,C1503,2024-09-14 00:01:03,SHIPPED,NORTH
O10582,C1402,29-04-2026 05:36:02,DELIVERED,WEST
O10583,C1401,2025-09-28 20:12:03,SHIPPED,CENTRAL
O10584,C1205,2024-10-18 13:03:51,RETURNED,CENTRAL
O10585,C1010,2026-04-19 01:02:59,RETURNED,CENTRAL
O10586,C1105,2025-07-13 20:27:27,DELIVERED,CENTRAL
O10587,C1260,2025-03-31 21:59:33,SHIPPED,WEST
O10588,C1430,2025-10-05 19:30:49,PLACED,NORTH
O10589,C1547,2025-12-25 22:04:16,PLACED,CENTRAL
O10590,C1287,2026-04-29 01:45:53,DELIVERED,NORTH
O10591,C1403,2025-02-02 18:09:43,DELIVERED,CENTRAL
O10592,C1009,2024-07-29 11:28:19,SHIPPED,CENTRAL
O10593,C1088,2025-12-04 13:07:59,PLACED,NORTH
O10594,C1289,2025-08-10 07:30:08,DELIVERED,CENTRAL
O10595,C1485,2024-12-24 05:17:13,PLACED,NORTH
O10596,C1427,2026-03-16 12:23:10,DELIVERED,WEST
O10597,,2025-05-31 18:13:02,PLACED,SOUTH
O10598,C1084,2025-07-02 08:05:08,PLACED,WEST
O10599,C1068,2026-01-09 09:48:16,CANCELLED,EAST
O10600,C1432,2025-08-18 09:55:46,PLACED,SOUTH
O10601,C1114,2025-06-13 20:12:56,DELIVERED,EAST
O10602,C1103,2026-01-27 21:48:58,RETURNED,NORTH
O10603,C1435,2025-04-08 11:36:43,RETURNED,EAST
O10604,C1545,2025-05-11 00:14:45,DELIVERED,WEST
O10605,C1105,2025-10-03 21:52:40,DELIVERED,SOUTH
O10606,,2025-04-13 01:04:22,PLACED,EAST
O10607,C1357,2025-02-02 14:43:46,SHIPPED,SOUTH
O10608,C1196,2026-03-24 13:06:30,DELIVERED,SOUTH
O10609,C1242,2025-09-26 07:01:19,SHIPPED,EAST
O10610,C1338,2026-02-10 04:50:16,SHIPPED,SOUTH
O10611,C1194,2025-12-18 00:09:09,RETURNED,WEST
O10612,C1143,11-09-2024 05:37:11,DELIVERED,SOUTH
O10613,C1163,2024-10-29 10:02:36,DELIVERED,WEST
O10614,C1543,2024-12-18 11:40:02,SHIPPED,EAST
O10615,C1185,2025-07-30 22:04:16,DELIVERED,SOUTH
O10616,C1326,2026-03-13 10:55:27,DELIVERED,SOUTH
O10617,C1323,2026-01-10 00:14:43,SHIPPED,EAST
O10618,C1242,2024-12-03 04:00:46,PLACED,EAST
O10619,C1096,2025-07-27 00:45:45,CANCELLED,NORTH
O10620,C1463,2026-02-12 19:31:21,CANCELLED,CENTRAL
O10621,C1198,2025-10-16 14:06:33,SHIPPED,WEST
O10622,C1527,2025-08-17 13:45:24,DELIVERED,CENTRAL
O10623,C1034,2024-11-09 16:04:24,DELIVERED,EAST
O10624,C1108,2025-06-21 23:24:53,DELIVERED,SOUTH
O10625,C1446,2025-01-19 14:53:05,DELIVERED,WEST
O10626,C1085,2024-07-14 14:46:34,PLACED,EAST
O10627,C1371,2024-07-08 12:54:47,DELIVERED,WEST
O10628,C1241,29-09-2025 20:27:10,SHIPPED,EAST
O10629,C1533,2025-12-07 02:54:51,DELIVERED,WEST
O10630,C1544,2026-04-01 09:05:58,PLACED,EAST
O10631,C1053,2025-06-11 14:25:35,SHIPPED,NORTH
O10632,C1234,2026-04-29 21:54:32,SHIPPED,CENTRAL
O10633,C1416,2025-11-02 19:28:10,SHIPPED,EAST
O10634,C1421,2024-10-17 22:30:22,DELIVERED,NORTH
O10635,C1306,2025-11-11 11:38:44,DELIVERED,EAST
O10636,C1243,2025-08-30 17:52:21,DELIVERED,EAST
O10637,C1379,2026-02-12 11:37:40,RETURNED,SOUTH
O10638,C1142,2025-09-28 13:33:04,DELIVERED,NORTH
O10639,C1300,2025-02-01 22:07:55,DELIVERED,WEST
O10640,C1156,2025-10-11 01:30:43,DELIVERED,SOUTH
O10641,C1105,2024-09-04 15:34:43,CANCELLED,WEST
O10642,C1064,2025-07-20 00:22:45,PLACED,EAST
O10643,,2025-11-02 03:54:16,SHIPPED,SOUTH
O10644,C1027,2024-07-26 14:45:41,DELIVERED,EAST
O10645,C1416,2025-08-11 03:45:23,DELIVERED,CENTRAL
O10646,C1205,2024-09-27 21:56:47,RETURNED,WEST
O10647,,2025-03-01 20:18:20,DELIVERED,NORTH
O10648,C1399,2024-10-18 19:51:57,PLACED,NORTH
O10649,C1469,2025-04-11 22:50:35,PLACED,WEST
O10650,C1521,2025-05-17 09:06:52,DELIVERED,EAST
