item_id,order_id,product_id,quantity,unit_price,discount_percent
ITM100642,O10284,P1373,2,177.86,0
ITM100643,O10037,P1194,2,1054.01,50
ITM100644,O10380,P1410,3,27.45,50
ITM100645,O10422,P1431,7,334.16,50
ITM100646,O10242,P1430,7,799.72,0
ITM100647,O10343,P1107,7,689.48,5
ITM100648,O10425,P1283,2,143.41,50
ITM100649,O10363,P1079,6,545.62,50
ITM100650,O10160,P1276,7,544.39,25
ITM100651,O10457,P1322,7,120.28,15
ITM100652,O10648,P1533,5,35.23,0
ITM100653,O10177,P1221,3,501.75,20
ITM100654,O10608,P1216,8,157.55,0
ITM100655,O10091,P1476,8,208.94,0
ITM100656,O10030,P1374,7,1094.45,25
ITM100657,O10248,P1010,4,841.09,15
ITM100658,O10331,P1152,4,399.07,5
ITM100659,O10418,P1112,5,33.33,25
ITM100660,O10031,P1053,-2,67.45,0
ITM100661,O10561,P1438,4,883.53,20
ITM100662,O10142,P1134,5,470.39,10
ITM100663,O10384,P1480,3,79.32,20
ITM100664,O10012,P1278,6,577.97,0
ITM100665,O10306,P1527,3,390.75,0
ITM100666,O10042,P1190,4,245.88,0
ITM100667,O10073,P1374,1,1167.63,20
ITM100668,O10193,P1253,3,68.03,0
ITM100669,O10099,P1173,3,915.14,0
ITM100670,O10650,P1455,3,121.51,25
ITM100671,O10499,P1405,5,512.15,20
ITM100672,O10444,P1168,5,865.93,5
ITM100673,O10122,P1426,3,328.93,15
ITM100674,O10047,P1455,5,104.4,25
ITM100675,O10261,P1447,6,396.71,20
ITM100676,O10425,P1137,6,162.69,5
ITM100677,O10483,P1548,1,400.85,25
ITM100678,O10068,P1229,4,39.26,25
ITM100679,O10341,P1068,-1,125.85,10
ITM100680,O10084,P1160,6,287.93,0
ITM100681,O10317,P1256,2,823.71,25
ITM100682,O10204,P1311,2,241.9,15
ITM100683,O10356,P1297,2,576.74,0
ITM100684,O10568,P1379,8,766.22,20
ITM100685,O10266,P1209,4,386.75,0
ITM100686,O10212,P1452,1,509.02,5
ITM100687,O10436,P1158,4,664.59,15
ITM100688,O10304,P1391,2,162.83,50
ITM100689,O10060,P1068,1,93.99,5
ITM100690,O10640,P1300,3,571.47,0
ITM100691,O10289,P1437,5,390.07,20
ITM100692,O10280,P1527,4,671.57,0
ITM100693,O10407,P1243,3,359.82,25
ITM100694,O10279,P1255,5,947.5,10
ITM100695,O10035,P1433,3,528.1,0
ITM100696,O10097,P1528,7,290.23,25
ITM100697,O10161,P1377,8,164.76,50
ITM100698,O10351,P1300,7,448.66,50
ITM100699,O10085,P1365,4,192.57,5
ITM100700,O10470,P1510,3,421.82,15
ITM100701,O10084,P1147,4,339.63,5
ITM100702,O10203,P1103,-2,244.08,0
ITM100703,O10479,P1506,7,66.84,25
ITM100704,O10333,P1224,7,670.89,0
ITM100705,O10367,P1376,2,352.91,0
ITM100706,O10522,P1278,8,550.61,15
ITM100707,O10385,P1326,8,124.06,20
ITM100708,O10254,P1308,3,440.21,0
ITM100709,O10210,P1423,7,20.5,0
ITM100710,O10519,P1057,7,416.05,50
ITM100711,O10513,P1522,3,86.29,0
ITM100712,O10416,P1193,3,480.04,25
ITM100713,O10112,P1003,-2,508.86,15
ITM100714,O10495,P1154,7,771.33,0
ITM100715,O10453,P1176,1,489.76,25
ITM100716,O10648,P1038,7,581.39,0
ITM100717,O10587,P1528,3,388.3,25
ITM100718,O10197,P1384,3,602.2,10
ITM100719,O10454,P1396,5,400.41,25
ITM100720,O10053,P1350,2,455.73,0
ITM100721,O10573,P1446,5,301.62,5
ITM100722,O10426,P1179,-2,409.29,0
ITM100723,O10590,P1069,8,614.32,50
ITM100724,O10626,P1286,7,677.1,10
ITM100725,O10321,P1384,7,505.01,20
ITM100726,O10463,P1455,5,99.57,20
ITM100727,O10251,P1226,2,1119.41,50
ITM100728,O10496,P1125,6,261.42,25
ITM100729,O10522,P1492,1,406.83,0
ITM100730,O10567,P1242,7,125.02,0
ITM100731,O10449,P1336,6,320.25,50
ITM100732,O10015,P1403,2,498.04,0
ITM100733,O10232,P1466,3,364.57,0
ITM100734,O10192,P1163,7,466.19,15
ITM100735,O10240,P1029,8,372.88,50
ITM100736,O10377,P1316,8,1002.29,5
ITM100737,O10629,P1537,7,180.8,0
ITM100738,O10027,P1469,8,64.88,20
ITM100739,O10496,P1155,6,139.22,5
ITM100740,O10173,P1188,2,598.47,10
ITM100741,O10263,P1423,5,23.19,0
ITM100742,O10249,P1141,6,152.93,20
ITM100743,O10277,P1407,5,277.82,15
ITM100744,O10442,P1134,7,500.67,5
ITM100745,O10499,P1237,5,403.62,25
ITM100746,O10529,P1383,1,12.56,0
ITM100747,O10010,P1348,2,440.24,10
ITM100748,O10279,P1104,3,677.47,5
ITM100749,O10363,P1412,2,445.32,15
ITM100750,O10142,P1107,3,834.37,20
ITM100751,O10575,P1319,2,974.45,50
ITM100752,O10483,P1215,7,887.09,10
ITM100753,O10125,P1111,4,907.97,0
ITM100754,O10613,P1127,2,646.3,5
ITM100755,O10097,P1498,6,558.28,10
ITM100756,O10121,P1147,8,211.37,25
ITM100757,O10475,P1397,8,639.11,25
ITM100758,O10040,P1482,8,101.23,0
ITM100759,O10163,P1068,2,100.16,50
ITM100760,O10612,P1542,-1,289.81,0
ITM100761,O10277,P1474,6,762.31,5
ITM100762,O10044,P1266,4,696.45,15
ITM100763,O10465,P1128,4,473.28,0
ITM100764,O10303,P1521,3,662.07,15
ITM100765,O10624,P1162,3,154.39,10
ITM100766,O10284,P1031,6,502.12,0
ITM100767,O10349,P1193,4,590.88,15
ITM100768,O10336,P1427,8,378.81,0
ITM100769,O10070,P1189,8,553.96,0
ITM100770,O10329,P1225,8,428.38,0
ITM100771,O10379,P1395,7,117.57,25
ITM100772,O10009,P1372,6,499.77,15
ITM100773,O10281,P1243,5,239.42,25
ITM100774,O10398,P1289,6,100.39,10
ITM100775,O10443,P1091,2,348.96,0
ITM100776,O10377,P1289,5,111.95,20
ITM100777,O10484,P1020,1,617.07,20
ITM100778,O10226,P1435,1,827.48,20
ITM100779,O10050,P1547,7,32.96,5
ITM100780,O10104,P1421,6,610.08,10
ITM100781,O10191,P1244,7,199.01,25
ITM100782,O10168,P1354,8,724.7,0
ITM100783,O10177,P1349,3,120.74,0
ITM100784,O10015,P1247,7,766.42,0
ITM100785,O10004,P1080,8,345.77,15
ITM100786,O10444,P1019,4,529.17,15
ITM100787,O10321,P1495,3,642.94,15
ITM100788,O10085,P1465,3,764.32,0
ITM100789,O10271,P1192,2,489.45,25
ITM100790,O10515,P1465,3,640.56,50
ITM100791,O10079,P1094,3,21.46,0
ITM100792,O10541,P1232,5,43.66,10
ITM100793,O10466,P1090,-3,17.71,25
ITM100794,O10645,P1071,1,885.65,25
ITM100795,O10109,P1526,2,199.48,0
ITM100796,O10218,P1302,4,228.07,10
ITM100797,O10211,P1106,8,114.59,15
ITM100798,O10336,P1074,2,282.44,5
ITM100799,O10082,P1534,8,548.92,0
ITM100800,O10530,P1239,3,346.28,10
ITM100801,O10300,P1547,4,57.09,0
ITM100802,O10302,P1167,2,729.24,50
ITM100803,O10056,P1046,2,99.53,0
ITM100804,O10386,P1464,3,427.51,5
ITM100805,O10228,P1074,7,367.33,0
ITM100806,O10428,P1533,7,43.58,0
ITM100807,O10090,P1406,7,113.11,15
ITM100808,O10076,P1497,7,899.77,0
ITM100809,O10061,P1168,6,794.41,0
ITM100810,O10379,P1416,8,550.73,15
ITM100811,O10029,P1259,6,28.21,25
ITM100812,O10650,P1244,8,228.83,0
ITM100813,O10647,P1505,5,1107.45,15
ITM100814,O10314,P1063,6,209.34,0
ITM100815,O10572,P1244,6,257.43,25
ITM100816,O10306,P1471,6,745.81,50
ITM100817,O10268,P1292,5,408.71,50
ITM100818,O10292,P1397,4,850.54,0
ITM100819,O10121,P1349,4,94.45,50
ITM100820,O10548,P1140,4,432.93,0
ITM100821,O10560,P1198,1,686.83,5
ITM100822,O10264,P1517,1,395.48,15
ITM100823,O10459,P1016,5,104.84,20
ITM100824,O10234,P1260,2,444.83,15
ITM100825,O10427,P1054,7,213.52,0
ITM100826,O10194,P1523,8,171.14,0
ITM100827,O10126,P1485,6,964.37,15
ITM100828,O10015,P1285,8,148.22,20
ITM100829,O10184,P1475,4,789.4,0
ITM100830,O10076,P1096,8,584.99,5
ITM100831,O10344,P1547,1,30.95,0
ITM100832,O10537,P1167,2,948.08,20
ITM100833,O10449,P1526,7,242.52,0
ITM100834,O10500,P1195,6,123.25,0
ITM100835,O10243,P1447,6,478.73,5
ITM100836,O10447,P1020,2,847.34,0
ITM100837,O10451,P1134,6,322.54,5
ITM100838,O10353,P1423,7,25.56,15
ITM100839,O10405,P1252,-1,54.99,0
ITM100840,O10227,P1177,5,324.76,50
ITM100841,O10465,P1250,3,845.35,50
ITM100842,O10390,P1278,2,340.23,10
ITM100843,O10248,P1408,4,666.94,15
ITM100844,O10079,P1333,2,394.66,50
ITM100845,O10191,P1390,8,186.75,25
ITM100846,O10247,P1223,2,627.1,10
ITM100847,O10006,P1354,8,660.21,50
ITM100848,O10386,P1161,5,521.64,10
ITM100849,O10602,P1402,5,428.29,25
ITM100850,O10467,P1410,5,29.84,0
ITM100851,O10053,P1190,4,302.56,0
ITM100852,O10259,P1407,3,301.87,25
ITM100853,O10372,P1078,6,538.07,10
ITM100854,O10280,P1461,2,578.01,50
ITM100855,O10004,P1081,3,540.44,5
ITM100856,O10339,P1251,2,153.92,10
ITM100857,O10522,P1376,3,320.88,50
ITM100858,O10354,P1158,6,806.98,20
ITM100859,O10631,P1183,6,334.16,5
ITM100860,O10540,P1005,2,206.83,0
ITM100861,O10563,P1128,2,455.37,0
ITM100862,O10285,P1196,5,844.88,50
ITM100863,O10107,P1550,4,559.55,0
ITM100864,O10333,P1486,3,1068.68,0
ITM100865,O10203,P1337,2,27.48,25
ITM100866,O10583,P1480,1,107.21,50
ITM100867,O10560,P1162,8,126.58,15
ITM100868,O10493,P1459,3,1128.34,0
ITM100869,O10037,P1062,8,546.5,10
ITM100870,O10031,P1324,2,156.67,5
ITM100871,O10075,P1297,7,552.77,10
ITM100872,O10090,P1282,6,30.45,15
ITM100873,O10617,P1236,4,96.59,5
ITM100874,O10325,P1321,5,228.94,5
ITM100875,O10610,P1325,5,680.07,15
ITM100876,O10424,P1142,4,1151.03,0
ITM100877,O10567,P1394,4,189.97,25
ITM100878,O10647,P1325,2,627.8,50
ITM100879,O10430,P1032,8,341.92,25
ITM100880,O10611,P1217,1,536.6,50
ITM100881,O10047,P1184,8,1172.68,5
ITM100882,O10495,P1438,8,985.78,15
ITM100883,O10466,P1540,8,133.58,10
ITM100884,O10037,P1432,-3,160.19,20
ITM100885,O10438,P1424,5,1164.2,0
ITM100886,O10029,P1218,1,410.28,0
ITM100887,O10523,P1530,6,465.81,10
ITM100888,O10076,P1427,8,366.01,20
ITM100889,O10622,P1079,5,455.32,10
ITM100890,O10323,P1172,1,419.61,5
ITM100891,O10146,P1460,7,568.1,25
ITM100892,O10306,P1290,4,41.97,20
ITM100893,O10385,P1301,7,1078.79,0
ITM100894,O10515,P1086,6,79.11,25
ITM100895,O10143,P1323,4,783.62,20
ITM100896,O10572,P1369,4,724.39,0
ITM100897,O10133,P1228,-3,133.39,0
ITM100898,O10642,P1036,2,884.83,50
ITM100899,O10626,P1428,8,263.0,20
ITM100900,O10310,P1063,1,286.38,50
ITM100901,O10452,P1144,5,680.54,15
ITM100902,O10163,P1093,-3,691.84,20
ITM100903,O10508,P1074,4,295.3,10
ITM100904,O10507,P1343,8,292.17,0
ITM100905,O10534,P1165,7,376.04,25
ITM100906,O10362,P1506,4,107.41,50
ITM100907,O10241,P1348,7,815.0,10
ITM100908,O10631,P1174,7,552.63,10
ITM100909,O10043,P1216,1,138.44,0
ITM100910,O10252,P1016,2,71.72,15
ITM100911,O10573,P1410,4,27.22,10
ITM100912,O10116,P1370,4,131.64,50
ITM100913,O10644,P1374,5,595.83,0
ITM100914,O10113,P1002,8,202.72,5
ITM100915,O10031,P1226,2,952.77,10
ITM100916,O10280,P1199,1,593.2,0
ITM100917,O10565,P1196,6,784.43,5
ITM100918,O10183,P1149,2,753.46,10
ITM100919,O10447,P1304,3,118.97,0
ITM100920,O10599,P1093,1,736.8,15
ITM100921,O10070,P1516,8,478.1,25
ITM100922,O10536,P1252,8,31.3,15
ITM100923,O10093,P1499,5,182.53,20
ITM100924,O10359,P1125,8,228.96,0
ITM100925,O10366,P1034,7,290.65,0
ITM100926,O10419,P1499,7,308.82,10
ITM100927,O10297,P1234,7,319.23,0
ITM100928,O10017,P1200,3,457.55,15
ITM100929,O10121,P1137,2,257.86,15
ITM100930,O10456,P1290,2,44.11,0
ITM100931,O10546,P1400,8,647.83,15
ITM100932,O10467,P1183,4,533.95,25
ITM100933,O10202,P1528,7,310.47,0
ITM100934,O10488,P1332,4,628.09,0
ITM100935,O10538,P1183,6,332.11,25
ITM100936,O10153,P1050,1,69.94,0
ITM100937,O10635,P1271,2,676.74,50
ITM100938,O10448,P1506,8,68.86,5
ITM100939,O10318,P1028,5,32.63,0
ITM100940,O10355,P1257,5,335.72,15
ITM100941,O10035,P1303,2,633.56,10
ITM100942,O10568,P1038,8,350.44,0
ITM100943,O10166,P1211,4,784.23,50
ITM100944,O10300,P1395,4,101.67,20
ITM100945,O10116,P1047,3,105.43,10
ITM100946,O10647,P1143,3,911.52,25
ITM100947,O10617,P1020,8,552.59,15
ITM100948,O10498,P1481,5,632.34,0
ITM100949,O10618,P1433,-3,744.87,0
ITM100950,O10283,P1282,4,37.7,15
ITM100951,O10360,P1064,8,1073.72,0
ITM100952,O10477,P1318,1,835.25,10
ITM100953,O10210,P1173,2,700.17,15
ITM100954,O10119,P1175,7,316.39,0
ITM100955,O10421,P1140,2,352.24,5
ITM100956,O10078,P1237,6,578.97,5
ITM100957,O10097,P1402,3,458.32,50
ITM100958,O10508,P1063,5,221.63,0
ITM100959,O10398,P1066,4,898.34,50
ITM100960,O10150,P1381,4,766.13,15
ITM100961,O10608,P1344,3,842.42,15
ITM100962,O10349,P1405,5,478.25,0
ITM100963,O10039,P1189,5,651.18,25
ITM100964,O10555,P1107,8,768.53,20
ITM100965,O10450,P1039,8,680.33,0
ITM100966,O10430,P1304,6,114.36,15
ITM100967,O10588,P1375,2,99.49,15
ITM100968,O10343,P1256,1,805.98,25
ITM100969,O10077,P1525,7,956.33,15
ITM100970,O10146,P1351,3,41.76,0
ITM100971,O10013,P1003,1,537.7,0
ITM100972,O10382,P1321,6,382.86,50
ITM100973,O10133,P1463,6,715.17,50
ITM100974,O10145,P1350,8,336.96,10
ITM100975,O10084,P1384,4,629.19,25
ITM100976,O10365,P1126,1,140.21,0
ITM100977,O10502,P1191,2,731.98,0
ITM100978,O10112,P1542,1,322.84,20
ITM100979,O10181,P1197,7,768.15,0
ITM100980,O10274,P1130,7,228.63,0
ITM100981,O10347,P1288,2,763.47,10
ITM100982,O10643,P1350,3,340.06,50
ITM100983,O10354,P1483,3,422.85,0
ITM100984,O10399,P1495,1,828.2,0
ITM100985,O10370,P1146,8,202.82,20
ITM100986,O10188,P1397,1,1002.81,0
ITM100987,O10493,P1475,6,669.91,25
ITM100988,O10385,P1219,5,404.87,0
ITM100989,O10113,P1060,6,825.88,0
ITM100990,O10272,P1426,2,403.52,25
ITM100991,O10617,P1210,2,719.61,20
ITM100992,O10031,P1357,2,23.46,0
ITM100993,O10147,P1281,7,531.28,0
ITM100994,O10543,P1118,7,151.1,0
ITM100995,O10102,P1504,8,275.0,25
ITM100996,O10514,P1382,2,200.95,15
ITM100997,O10474,P1051,1,663.71,15
ITM100998,O10567,P1208,4,41.27,10
ITM100999,O10050,P1274,8,918.93,10
ITM101000,O10036,P1481,5,462.73,15
ITM101001,O10354,P1404,3,125.74,10
ITM101002,O10425,P1326,6,69.77,0
ITM101003,O10031,P1259,2,27.37,0
ITM101004,O10066,P1040,5,393.68,10
ITM101005,O10519,P1197,7,858.75,0
ITM101006,O10630,P1166,2,91.6,0
ITM101007,O10392,P1445,2,646.78,0
ITM101008,O10008,P1147,3,315.75,25
ITM101009,O10094,P1180,8,307.3,5
ITM101010,O10207,P1509,5,777.34,10
ITM101011,O10566,P1370,7,185.16,20
ITM101012,O10065,P1168,2,515.85,25
ITM101013,O10385,P1054,3,335.07,5
ITM101014,O10195,P1334,8,129.42,0
ITM101015,O10365,P1439,1,9.07,0
ITM101016,O10187,P1091,6,513.69,0
ITM101017,O10598,P1366,1,859.52,5
ITM101018,O10253,P1401,5,162.86,20
ITM101019,O10559,P1429,4,440.48,10
ITM101020,O10356,P1195,1,85.76,10
ITM101021,O10481,P1399,2,1114.69,5
ITM101022,O10435,P1213,1,769.75,25
ITM101023,O10053,P1299,5,480.38,20
ITM101024,O10438,P1034,6,383.4,15
ITM101025,O10150,P1408,7,1111.97,50
ITM101026,O10586,P1050,2,100.12,0
ITM101027,O10638,P1016,4,80.75,15
ITM101028,O10322,P1486,7,646.81,50
ITM101029,O10115,P1139,2,179.97,20
ITM101030,O10495,P1346,1,493.35,0
ITM101031,O10379,P1060,6,647.93,20
ITM101032,O10374,P1524,2,11.95,10
ITM101033,O10361,P1501,7,442.13,0
ITM101034,O10380,P1026,4,365.27,50
ITM101035,O10498,P1128,2,409.68,20
ITM101036,O10047,P1231,2,274.57,50
ITM101037,O10467,P1139,7,164.01,5
ITM101038,O10059,P1314,1,734.89,0
ITM101039,O10113,P1026,6,439.49,0
ITM101040,O10471,P1136,4,83.67,20
ITM101041,O10116,P1001,4,137.17,25
ITM101042,O10287,P1142,7,1038.65,10
ITM101043,O10412,P1549,2,327.34,0
ITM101044,O10384,P1292,3,620.3,25
ITM101045,O10185,P1428,6,332.84,5
ITM101046,O10041,P1316,1,600.73,0
ITM101047,O10055,P1472,4,57.82,50
ITM101048,O10216,P1158,5,823.87,0
ITM101049,O10282,P1066,1,783.6,0
ITM101050,O10514,P1448,7,212.45,0
ITM101051,O10274,P1251,2,204.14,10
ITM101052,O10048,P1351,4,36.67,15
ITM101053,O10097,P1165,3,458.15,10
ITM101054,O10288,P1305,8,751.98,0
ITM101055,O10408,P1303,2,465.97,50
ITM101056,O10118,P1272,1,823.11,50
ITM101057,O10387,P1029,5,520.92,0
ITM101058,O10189,P1080,8,307.83,0
ITM101059,O10237,P1281,4,659.38,50
ITM101060,O10309,P1218,5,385.63,25
ITM101061,O10393,P1137,6,150.74,20
ITM101062,O10491,P1516,3,378.04,20
ITM101063,O10450,P1123,6,759.7,20
ITM101064,O10176,P1184,4,1011.91,50
ITM101065,O10343,P1438,8,585.57,15
ITM101066,O10537,P1467,8,980.14,5
ITM101067,O10016,P1431,3,273.44,0
ITM101068,O10169,P1189,2,381.89,20
ITM101069,O10554,P1297,6,461.98,0
ITM101070,O10173,P1291,3,61.72,20
ITM101071,O10521,P1506,7,126.35,25
ITM101072,O10162,P1060,7,634.49,0
ITM101073,O10224,P1056,6,785.82,20
ITM101074,O10416,P1476,8,225.54,20
ITM101075,O10037,P1550,8,425.21,0
ITM101076,O10486,P1242,8,69.61,50
ITM101077,O10169,P1140,1,361.74,5
ITM101078,O10265,P1100,7,296.79,15
ITM101079,O10542,P1010,3,1039.3,0
ITM101080,O10597,P1053,3,36.15,0
ITM101081,O10062,P1124,3,964.87,5
ITM101082,O10012,P1193,6,515.24,5
ITM101083,O10046,P1467,8,622.71,10
ITM101084,O10487,P1189,8,424.83,5
ITM101085,O10620,P1463,2,867.75,0
ITM101086,O10626,P1235,1,353.41,0
ITM101087,O10365,P1188,4,749.04,50
ITM101088,O10410,P1095,4,719.22,15
ITM101089,O10567,P1296,-3,206.6,0
ITM101090,O10049,P1232,7,47.43,10
ITM101091,O10401,P1284,8,609.7,0
ITM101092,O10527,P1411,2,598.47,0
ITM101093,O10497,P1030,3,925.1,20
ITM101094,O10069,P1415,3,264.62,0
ITM101095,O10645,P1037,5,684.57,0
ITM101096,O10608,P1116,3,919.34,0
ITM101097,O10238,P1457,8,662.59,10
ITM101098,O10408,P1205,5,232.46,0
ITM101099,O10194,P1096,5,863.44,20
ITM101100,O10478,P1215,3,564.07,0
ITM101101,O10062,P1116,1,734.09,0
ITM101102,O10263,P1027,1,17.38,10
ITM101103,O10244,P1481,5,449.25,50
ITM101104,O10246,P1100,7,526.07,25
ITM101105,O10549,P1129,8,640.36,25
ITM101106,O10246,P1168,7,716.12,0
ITM101107,O10414,P1141,3,142.32,20
ITM101108,O10650,P1345,4,481.8,5
ITM101109,O10163,P1464,8,681.84,20
ITM101110,O10401,P1494,7,532.15,5
ITM101111,O10645,P1224,4,871.06,10
ITM101112,O10043,P1419,6,760.39,10
ITM101113,O10581,P1432,8,155.41,10
ITM101114,O10400,P1133,2,191.01,5
ITM101115,O10635,P1268,1,219.74,10
ITM101116,O10356,P1081,3,574.17,25
ITM101117,O10375,P1109,8,459.08,20
ITM101118,O10325,P1284,7,496.19,15
ITM101119,O10566,P1382,4,155.02,50
ITM101120,O10410,P1226,7,853.83,25
ITM101121,O10427,P1323,3,731.66,25
ITM101122,O10481,P1471,1,772.79,15
ITM101123,O10200,P1170,7,470.29,15
ITM101124,O10588,P1108,8,969.38,15
ITM101125,O10517,P1526,4,238.16,0
ITM101126,O10306,P1008,7,324.14,0
ITM101127,O10514,P1417,4,967.67,15
ITM101128,O10025,P1337,4,23.83,0
ITM101129,O10613,P1433,-2,809.33,0
ITM101130,O10076,P1095,4,582.26,25
ITM101131,O10124,P1270,3,549.2,20
ITM101132,O10593,P1301,5,1094.92,10
ITM101133,O10131,P1279,8,69.9,25
ITM101134,O10059,P1493,2,331.48,20
ITM101135,O10440,P1031,3,368.09,0
ITM101136,O10289,P1304,2,134.27,0
ITM101137,O10246,P1083,3,213.5,0
ITM101138,O10434,P1285,8,98.93,50
ITM101139,O10382,P1254,6,255.46,10
ITM101140,O10515,P1471,3,622.75,0
ITM101141,O10156,P1371,2,498.07,0
ITM101142,O10116,P1481,2,487.34,0
ITM101143,O10314,P1438,6,767.8,5
ITM101144,O10118,P1103,7,150.09,5
ITM101145,O10108,P1474,6,1042.65,5
ITM101146,O10443,P1370,1,104.57,10
ITM101147,O10418,P1130,7,334.1,10
ITM101148,O10492,P1532,4,74.88,10
ITM101149,O10627,P1545,6,457.97,10
ITM101150,O10107,P1347,3,321.04,10
ITM101151,O10325,P1175,2,295.32,0
ITM101152,O10149,P1287,7,508.35,5
ITM101153,O10185,P1451,8,524.34,25
ITM101154,O10032,P1334,4,111.09,20
ITM101155,O10573,P1170,4,361.19,50
ITM101156,O10641,P1034,1,273.1,25
ITM101157,O10037,P1517,6,450.12,15
ITM101158,O10527,P1369,2,499.06,25
ITM101159,O10211,P1455,7,100.41,5
ITM101160,O10567,P1061,5,352.28,50
ITM101161,O10423,P1122,2,754.97,20
ITM101162,O10220,P1515,1,797.71,50
ITM101163,O10373,P1030,7,593.08,20
ITM101164,O10422,P1086,4,70.09,20
ITM101165,O10354,P1432,6,210.99,0
ITM101166,O10523,P1547,8,31.05,10
ITM101167,O10479,P1494,3,746.66,0
ITM101168,O10537,P1243,1,241.05,0
ITM101169,O10448,P1464,2,439.11,10
ITM101170,O10444,P1343,3,458.62,10
ITM101171,O10175,P1478,3,189.51,0
ITM101172,O10562,P1050,7,89.68,0
ITM101173,O10282,P1009,6,251.46,0
ITM101174,O10036,P1129,5,488.02,10
ITM101175,O10053,P1349,8,145.26,0
ITM101176,O10593,P1062,-3,449.03,50
ITM101177,O10059,P1155,6,129.38,0
ITM101178,O10400,P1406,7,113.73,10
ITM101179,O10098,P1015,5,67.84,50
ITM101180,O10345,P1207,7,188.27,20
ITM101181,O10186,P1067,6,212.88,10
ITM101182,O10573,P1497,1,577.67,25
ITM101183,O10443,P1433,3,675.68,20
ITM101184,O10533,P1135,6,342.41,20
ITM101185,O10645,P1430,8,577.93,0
ITM101186,O10442,P1475,8,824.93,10
ITM101187,O10073,P1364,6,66.62,5
ITM101188,O10251,P1176,2,572.78,10
ITM101189,O10478,P1488,6,349.79,20
ITM101190,O10465,P1107,7,984.02,0
ITM101191,O10633,P1239,4,358.2,0
ITM101192,O10549,P1301,6,1125.99,0
ITM101193,O10273,P1298,5,50.74,25
ITM101194,O10510,P1075,2,474.66,5
ITM101195,O10075,P1017,7,1052.98,0
ITM101196,O10069,P1374,3,896.76,5
ITM101197,O10230,P1125,4,300.06,0
ITM101198,O10239,P1284,6,510.36,5
ITM101199,O10567,P1534,2,931.32,25
ITM101200,O10624,P1203,5,96.58,0
ITM101201,O10116,P1413,4,274.1,0
ITM101202,O10129,P1269,6,228.78,0
ITM101203,O10422,P1208,3,33.83,50
ITM101204,O10290,P1149,2,815.97,10
ITM101205,O10435,P1070,7,361.24,0
ITM101206,O10481,P1187,8,162.08,0
ITM101207,O10625,P1169,1,148.83,0
ITM101208,O10508,P1243,6,315.99,25
ITM101209,O10586,P1187,8,183.92,0
ITM101210,O10234,P1076,3,172.99,0
ITM101211,O10524,P1388,4,475.14,50
ITM101212,O10513,P1179,3,544.78,50
ITM101213,O10448,P1280,4,227.93,10
ITM101214,O10203,P1229,1,22.22,0
ITM101215,O10424,P1067,4,235.68,0
ITM101216,O10472,P1203,4,66.79,20
ITM101217,O10202,P1174,7,861.73,15
ITM101218,O10121,P1121,1,68.07,0
ITM101219,O10266,P1172,3,476.3,0
ITM101220,O10444,P1295,2,120.0,50
ITM101221,O10218,P1253,8,58.38,0
ITM101222,O10004,P1325,8,849.07,0
ITM101223,O10511,P1430,4,639.87,5
ITM101224,O10298,P1024,3,33.59,20
ITM101225,O10392,P1127,2,662.89,20
ITM101226,O10070,P1198,7,1143.92,50
ITM101227,O10556,P1005,1,225.4,15
ITM101228,O10312,P1200,5,623.21,5
ITM101229,O10085,P1238,-2,192.47,0
ITM101230,O10170,P1120,4,416.12,0
ITM101231,O10418,P1103,4,151.99,20
ITM101232,O10372,P1022,7,58.31,0
ITM101233,O10457,P1517,-2,381.89,5
ITM101234,O10534,P1258,4,466.79,5
ITM101235,O10311,P1449,2,608.65,50
ITM101236,O10119,P1198,8,978.72,15
ITM101237,O10223,P1336,3,509.16,10
ITM101238,O10418,P1380,3,180.25,0
ITM101239,O10586,P1225,2,272.8,15
ITM101240,O10422,P1505,2,738.03,10
ITM101241,O10530,P1013,3,77.49,15
ITM101242,O10546,P1541,8,800.27,50
ITM101243,O10035,P1154,7,683.05,0
ITM101244,O10451,P1262,1,622.49,0
ITM101245,O10168,P1278,1,315.28,10
ITM101246,O10254,P1391,-3,213.95,50
ITM101247,O10348,P1527,4,538.53,50
ITM101248,O10226,P1165,1,253.26,0
ITM101249,O10357,P1179,8,496.1,10
ITM101250,O10486,P1369,1,756.94,10
ITM101251,O10089,P1240,2,618.96,20
ITM101252,O10252,P1396,4,247.62,0
ITM101253,O10038,P1307,1,24.58,20
ITM101254,O10547,P1091,2,377.44,50
ITM101255,O10211,P1222,1,221.88,25
ITM101256,O10004,P1086,2,79.98,0
ITM101257,O10391,P1214,7,797.3,20
ITM101258,O10524,P1468,5,397.48,20
ITM101259,O10157,P1541,6,504.42,0
ITM101260,O10280,P1041,1,437.25,0
ITM101261,O10178,P1058,6,92.25,20
ITM101262,O10030,P1326,3,67.1,0
ITM101263,O10649,P1476,3,278.94,25
ITM101264,O10603,P1256,1,913.84,25
ITM101265,O10350,P1277,2,368.48,0
ITM101266,O10153,P1040,1,581.17,0
ITM101267,O10414,P1185,5,328.85,25
ITM101268,O10586,P1445,-2,836.82,5
ITM101269,O10649,P1300,4,427.78,25
ITM101270,O10621,P1410,7,25.71,25
ITM101271,O10549,P1512,4,291.92,15
ITM101272,O10265,P1080,1,609.11,5
ITM101273,O10190,P1277,7,426.52,10
ITM101274,O10070,P1476,7,189.75,0
