product_id,product_name,category,subcategory,cost_price
P1509,Leather Jacket 509,Books,Non-Fiction,461.18
P1510,Denim Jeans 510,Home,Bedding,335.32
P1511,Bluetooth Speaker 511,Home,Decor,214.99
P1512,Space Odyssey 512,Books,Non-Fiction,187.43
P1513,Space Odyssey 513,Electronics,Audio,184.53
P1514,Mystery Novel 514,Clothing,Footwear,242.38
P1515,Cotton T-Shirt 515,Home,Bedding,399.57
P1516,Table Lamp 516,Clothing,Men's Wear,242.69
P1517,Leather Jacket 517,Home,Furniture,284.4
P1518,Coloring Book 518,Clothing,Footwear,213.43
P1519,Ergonomic Chair 519,Electronics,Computers,481.43
P1520,Duvet Cover Set 520,Books,Children,388.44
P1521,Coloring Book 521,Home,Bedding,453.14
P1522,Sunglasses 522,Clothing,Accessories,45.64
P1523,Wall Clock 523,Clothing,Men's Wear,79.14
P1524,Cotton T-Shirt 524,Clothing,Men's Wear,9.78
P1525,Wall Clock 525,Electronics,Gaming,413.53
P1526,Self-Help Guide 526,Electronics,Computers,99.76
P1527,Duvet Cover Set 527,Books,Biography,284.74
P1528,Wireless Headphones 528,Home,Furniture,160.29
P1529,Sunglasses 529,Home,Decor,284.14
P1530,Denim Jeans 530,Home,Decor,310.11
P1531,Denim Jeans 531,Electronics,Mobile,197.81
P1532,Coloring Book 532,Home,Kitchen,31.16
P1533,Sunglasses 533,Books,Fiction,17.65
P1534,Denim Jeans 534,Home,Kitchen,417.79
P1535,Space Odyssey 535,Home,Furniture,116.6
P1536,Self-Help Guide 536,Books,Children,494.54
P1537,Leather Jacket 537,Home,Decor,129.34
P1538,Self-Help Guide 538,Clothing,Footwear,86.2
P1539,Self-Help Guide 539,Home,Bedding,224.13
P1540,Table Lamp 540,Books,Sci-Fi,54.73
P1541,Wireless Headphones 541,Clothing,Women's Wear,337.07
P1542,Gaming Laptop 542,Home,Kitchen,142.97
P1543,Historical Biography 543,Books,Children,377.84
P1544,Denim Jeans 544,Home,Bedding,276.16
P1545,Duvet Cover Set 545,Home,Decor,208.86
P1546,Sunglasses 546,Home,Decor,311.95
P1547,Gaming Laptop 547,Clothing,Women's Wear,22.92
P1548,Self-Help Guide 548,Books,Biography,241.17
P1549,Sunglasses 549,Home,Decor,131.07
P1550,Smartphone 550,Home,Kitchen,275.84
